frame,north,south,east,west,phase,time
874,3,0,0,15,EW,37
875,3,0,0,15,EW,36
876,3,1,0,15,EW,36
877,3,1,3,15,EW,35
878,3,0,3,15,EW,35
879,0,0,3,15,EW,34
880,0,0,3,15,EW,34
881,0,0,3,15,EW,33
882,0,0,0,15,EW,33
883,0,0,0,15,EW,32
884,0,0,0,15,EW,32
885,0,0,0,15,EW,31
886,0,0,0,15,EW,31
887,0,0,0,15,EW,30
888,0,0,0,15,EW,30
889,0,0,0,15,EW,29
890,0,0,0,15,EW,29
891,0,0,0,15,EW,28
892,0,0,0,15,EW,28
893,0,3,0,15,EW,27
894,0,6,0,15,EW,27
895,0,9,0,15,EW,20
896,0,12,0,15,EW,26
897,0,15,0,15,EW,19
898,0,0,0,15,EW,25
899,0,3,0,15,EW,24
900,0,3,0,15,EW,24
901,0,6,0,0,NS,3
902,0,9,1,3,EW,23
903,0,12,1,6,EW,22
904,0,15,6,9,EW,16
905,0,0,6,12,EW,21
906,0,3,6,15,EW,15
907,3,3,5,15,EW,20
908,6,6,5,15,EW,14
909,6,9,5,15,EW,19
910,6,6,5,15,EW,13
911,6,0,5,15,EW,18
912,3,0,5,15,EW,18
913,0,0,6,15,EW,17
914,0,0,5,15,EW,17
915,0,18,20,15,EW,16
916,0,0,35,15,EW,16
917,0,3,35,15,EW,15
918,0,3,35,15,EW,15
919,0,3,35,15,EW,14
920,0,3,35,15,EW,14
921,0,3,35,15,EW,13
922,0,1,35,15,EW,13
923,0,4,35,15,EW,12
924,0,4,35,15,EW,12
925,0,16,35,15,EW,11
926,3,10,35,15,EW,11
927,3,12,35,15,EW,10
928,3,15,20,15,EW,10
929,3,15,23,15,EW,9
930,3,0,26,15,EW,9
931,0,0,29,15,EW,8
932,0,0,47,15,EW,8
933,0,0,50,15,EW,7
934,0,3,54,15,EW,7
935,0,6,53,15,EW,6
936,0,9,50,15,EW,6
937,0,12,50,0,EW,5
938,0,15,50,3,EW,5
939,0,15,53,3,EW,4
940,0,18,50,3,EW,4
941,0,0,50,3,EW,3
942,0,0,40,6,EW,3
943,0,0,40,9,EW,2
944,0,3,28,12,EW,2
945,0,6,28,15,EW,1
946,0,9,42,15,EW,1
947,0,12,43,15,EW,0
948,0,15,44,15,NS,28
949,0,15,46,15,NS,26
950,0,0,46,15,NS,19
951,0,0,45,15,NS,18
952,0,0,45,15,NS,18
953,0,0,40,15,NS,17
954,1,3,40,15,NS,19
955,1,9,40,15,NS,22
956,1,12,40,15,NS,23
957,1,15,25,15,NS,26
958,1,15,36,15,NS,24
959,3,15,26,15,NS,26
960,3,0,27,15,NS,16
961,4,0,27,15,NS,16
962,4,0,28,15,NS,16
963,4,0,29,15,NS,15
964,1,0,26,15,NS,12
965,1,0,27,15,NS,11
966,0,0,28,15,NS,11
967,0,0,27,15,NS,10
968,1,0,25,15,NS,10
969,2,0,16,15,NS,11
970,6,0,17,15,NS,15
971,18,3,17,15,NS,23
972,21,3,16,15,NS,25
973,18,3,15,15,NS,23
974,18,3,15,15,NS,23
975,0,3,16,15,NS,9
976,3,0,17,15,NS,9
977,3,0,17,15,NS,8
978,3,0,18,15,NS,8
979,3,0,17,15,NS,7
980,6,0,16,15,NS,10
981,3,0,16,15,NS,6
982,9,0,16,15,NS,5
983,9,0,16,15,NS,4
984,9,0,16,15,NS,4
985,6,0,17,15,NS,7
986,6,0,19,15,EW,53
987,10,0,18,15,NS,9
988,12,0,19,15,NS,10
989,3,0,21,15,NS,2
990,0,0,22,15,EW,58
991,0,0,21,15,EW,57
992,0,0,21,15,EW,57
993,0,0,21,15,EW,56
994,3,0,20,15,EW,56
995,3,0,15,15,EW,55
996,3,0,15,15,EW,55
997,3,0,17,15,EW,54
998,3,0,18,15,EW,54
999,0,0,21,15,EW,53
1000,0,0,23,15,EW,53
1001,0,0,23,15,EW,52
1002,0,0,15,15,EW,52
1003,0,0,17,15,EW,51
1004,0,0,18,15,EW,51
1005,0,0,19,15,EW,50
1006,0,0,20,15,EW,50
1007,0,0,21,15,EW,49
1008,0,0,21,15,EW,49
1009,0,0,21,15,EW,48
1010,0,0,21,15,EW,48
1011,0,0,21,15,EW,47
1012,0,0,20,15,EW,47
1013,0,0,20,15,EW,46
1014,0,0,15,15,EW,46
1015,0,0,16,15,EW,45
1016,0,0,17,15,EW,45
1017,0,0,15,15,EW,44
1018,0,0,11,15,EW,44
1019,0,0,12,15,EW,43
1020,0,0,12,15,EW,43
1021,0,0,12,15,EW,42
1022,0,0,12,15,EW,42
1023,0,0,28,15,EW,41
1024,0,3,27,15,EW,41
1025,0,6,28,15,EW,40
1026,0,6,24,15,EW,40
1027,0,9,27,15,EW,39
1028,0,6,30,15,EW,39
1029,0,0,30,15,EW,38
1030,0,0,24,15,EW,38
1031,0,0,22,15,EW,37
1032,0,0,22,15,EW,37
1033,0,0,24,15,EW,36
1034,0,0,28,15,EW,36
1035,0,0,31,15,EW,35
1036,0,0,33,15,EW,35
1037,0,0,22,15,EW,34
1038,3,0,20,15,EW,34
1039,3,0,20,15,EW,33
1040,3,0,21,15,EW,33
1041,3,0,22,15,EW,25
1042,3,0,22,15,EW,25
1043,0,0,23,15,EW,31
1044,0,0,24,15,EW,31
1045,0,0,24,15,EW,30
1046,3,0,26,15,EW,30
1047,9,0,26,15,EW,29
1048,13,0,26,15,EW,29
1049,18,0,16,15,EW,28
1050,15,0,17,15,EW,28
1051,15,0,20,15,EW,20
1052,6,0,21,15,EW,27
1053,3,0,18,15,EW,26
1054,3,0,7,15,EW,26
1055,6,0,7,15,EW,25
1056,7,0,7,15,EW,25
1057,10,0,10,15,EW,24
1058,10,0,13,15,EW,24
1059,10,0,12,15,EW,23
1060,11,0,13,15,EW,23
1061,7,0,12,15,EW,22
1062,7,0,12,15,EW,22
1063,10,0,12,15,EW,21
1064,13,0,6,15,EW,21
1065,6,3,6,15,EW,13
1066,0,3,7,15,EW,20
1067,0,3,10,15,EW,19
1068,0,0,9,15,EW,19
1069,0,0,7,15,EW,18
1070,0,0,7,15,EW,18
1071,0,0,7,15,EW,17
1072,0,0,7,15,EW,17
1073,0,0,8,15,EW,16
1074,0,0,9,15,EW,16
1075,0,0,10,15,EW,15
1076,0,0,10,15,EW,15
1077,0,0,11,15,EW,14
1078,0,0,11,15,EW,14
1079,0,0,5,15,EW,13
1080,0,0,1,15,EW,13
1081,0,0,2,15,EW,12
1082,0,0,6,15,EW,12
1083,0,0,10,15,EW,11
1084,0,0,11,15,EW,11
1085,0,0,6,15,EW,10
1086,3,0,5,15,EW,10
1087,6,0,5,15,EW,9
1088,6,0,5,15,EW,9
1089,3,0,5,15,EW,8
1090,0,0,5,15,EW,8
1091,3,0,0,15,EW,7
1092,3,0,1,15,EW,7
1093,3,0,2,15,NS,24
1094,3,0,3,15,EW,6
1095,3,0,4,15,EW,5
1096,0,0,5,15,EW,5
1097,0,0,5,15,EW,4
1098,0,0,5,15,EW,4
1099,0,0,5,15,EW,3
1100,0,0,5,15,EW,3
1101,0,0,5,15,EW,2
1102,0,0,5,15,EW,2
1103,0,0,5,15,EW,1
1104,0,1,5,15,EW,1
1105,0,1,5,15,EW,0
1106,0,1,5,15,NS,21
1107,0,1,5,15,NS,20
1108,0,1,5,15,NS,20
1109,0,0,5,15,NS,18
1110,0,0,5,15,NS,18
1111,0,0,6,15,NS,17
1112,0,0,6,15,NS,17
1113,0,0,6,15,NS,16
1114,0,0,6,15,NS,16
1115,3,0,6,15,NS,12
1116,3,0,0,15,NS,21
1117,6,0,0,15,NS,25
1118,6,0,1,15,NS,24
1119,3,0,2,15,NS,11
1120,0,0,2,15,NS,13
1121,3,0,3,15,NS,17
1122,3,0,4,15,NS,17
1123,3,0,5,15,NS,16
1124,3,0,5,15,NS,16
1125,3,0,5,15,NS,15
1126,0,0,5,15,NS,10
1127,0,0,5,15,NS,9
1128,0,0,5,15,NS,9
1129,0,0,5,15,NS,8
1130,0,0,0,15,NS,8
1131,0,0,1,15,NS,7
1132,0,0,2,15,NS,7
1133,0,0,3,15,NS,6
1134,0,0,4,15,NS,6
1135,0,0,5,15,NS,5
1136,0,0,5,15,NS,5
1137,0,0,0,15,NS,4
1138,0,0,0,15,NS,4
1139,0,0,0,15,NS,3
1140,0,0,0,15,NS,3
1141,3,0,0,15,NS,8
1142,6,0,0,15,NS,13
1143,0,0,0,15,NS,1
1144,0,0,1,15,NS,1
1145,0,0,2,15,NS,0
1146,0,0,3,15,EW,59
1147,3,0,2,15,EW,50
1148,3,0,3,15,NS,4
1149,3,0,4,15,NS,3
1150,3,0,5,15,NS,3
1151,3,0,0,15,NS,3
1152,0,0,1,15,EW,56
1153,0,0,2,15,EW,55
1154,3,0,3,15,NS,1
1155,3,0,4,15,NS,0
1156,3,0,5,15,EW,54
1157,3,0,5,15,EW,53
1158,3,0,5,15,EW,53
1159,0,0,5,15,EW,52
1160,0,0,5,15,EW,52
1161,0,0,0,15,EW,51
1162,0,0,1,15,EW,51
1163,0,0,2,15,EW,50
1164,0,0,3,15,EW,50
1165,0,0,4,15,EW,49
1166,0,0,1,15,EW,49
1167,0,0,2,15,EW,48
1168,0,0,3,15,EW,48
1169,0,0,4,15,EW,47
1170,0,0,5,15,EW,47
1171,0,0,5,15,EW,46
1172,0,0,5,15,EW,46
1173,0,0,5,15,EW,45
1174,0,0,5,15,EW,45
1175,0,0,5,15,EW,44
1176,0,0,5,15,EW,44
1177,0,0,5,15,EW,43
1178,0,0,5,15,EW,43
1179,0,0,5,15,EW,42
1180,0,0,5,15,EW,42
1181,0,0,5,15,EW,41
1182,0,0,5,15,EW,41
1183,0,0,5,15,EW,40
1184,0,0,8,15,EW,40
1185,0,0,8,15,EW,39
1186,0,0,8,15,EW,39
1187,0,0,8,15,EW,38
1188,0,0,8,15,EW,38
1189,0,0,5,15,EW,37
1190,0,0,0,15,EW,37
1191,0,0,0,15,EW,36
1192,0,0,0,15,EW,36
1193,0,0,1,15,EW,35
1194,0,0,17,15,EW,35
1195,0,0,17,15,EW,34
1196,0,0,16,15,EW,34
1197,0,0,15,15,EW,33
1198,0,0,18,15,EW,33
1199,6,0,18,15,EW,32
1200,6,0,18,15,EW,32
1201,6,0,18,15,EW,31
1202,6,0,18,15,EW,31
1203,6,0,15,15,EW,30
1204,0,0,15,15,EW,30
1205,0,0,15,15,EW,29
1206,0,0,15,15,EW,29
1207,0,0,15,15,EW,28
1208,0,0,21,15,EW,28
1209,0,0,22,15,EW,27
1210,0,0,23,15,EW,27
1211,0,0,22,15,EW,26
1212,0,0,20,15,EW,26
1213,0,0,20,15,EW,25
1214,0,0,20,15,EW,25
1215,0,0,21,15,EW,24
1216,0,0,21,15,EW,24
1217,0,0,21,15,EW,23
1218,0,0,21,15,EW,23
1219,0,0,11,15,EW,22
1220,0,0,10,15,EW,22
1221,0,0,10,15,EW,21
1222,0,0,10,15,EW,21
1223,3,0,10,15,EW,20
1224,3,0,10,15,EW,20
1225,3,0,10,15,EW,19
1226,3,0,10,15,EW,19
1227,3,0,10,15,EW,18
1228,0,0,10,15,EW,18
1229,0,0,5,15,EW,17
1230,0,0,5,15,EW,17
1231,0,0,5,15,EW,16
1232,2,0,5,15,EW,16
1233,3,0,5,15,EW,15
1234,10,0,5,15,EW,15
1235,13,0,5,15,EW,14
1236,16,0,5,15,EW,14
1237,0,0,6,15,EW,13
1238,0,0,6,15,EW,13
1239,0,0,6,15,EW,12
1240,0,0,6,15,EW,12
1241,0,0,6,15,EW,11
1242,0,0,5,15,EW,11
1243,0,0,5,15,EW,10
1244,0,0,5,15,EW,10
1245,0,0,5,15,EW,9
1246,0,0,5,15,EW,9
1247,0,0,5,15,EW,8
1248,0,0,0,15,EW,8
1249,0,0,1,15,EW,7
1250,0,0,2,15,EW,7
1251,0,0,3,15,EW,6
1252,0,0,4,15,EW,6
1253,0,0,5,15,EW,5
1254,0,0,5,15,EW,5
1255,0,0,20,15,EW,4
1256,0,1,20,15,EW,4
1257,0,2,20,15,EW,3
1258,0,3,20,15,EW,3
1259,0,2,20,15,EW,2
1260,0,0,20,15,EW,2
1261,0,0,20,15,EW,1
1262,0,0,20,15,EW,1
1263,0,0,20,15,EW,0
1264,0,1,20,15,NS,21
1265,0,2,20,15,NS,21
1266,0,3,20,15,NS,22
1267,0,4,20,15,NS,22
1268,0,5,20,15,NS,14
1269,0,5,20,15,NS,13
1270,0,5,20,15,NS,13
1271,0,0,20,15,NS,16
1272,0,0,20,15,NS,16
1273,0,0,20,15,NS,15
1274,0,0,20,15,NS,15
1275,0,0,21,15,NS,14
1276,0,1,21,15,NS,15
1277,0,1,21,15,NS,14
1278,0,1,21,15,NS,14
1279,0,1,21,15,NS,13
1280,0,1,21,15,NS,13
1281,0,0,21,15,NS,11
1282,0,0,20,15,NS,11
1283,0,0,20,15,NS,10
1284,0,0,20,15,NS,10
1285,0,0,20,15,NS,9
1286,0,0,20,15,NS,9
1287,0,0,20,15,NS,8
1288,0,0,20,15,NS,8
1289,0,0,20,15,NS,7
1290,0,3,20,15,NS,10
1291,0,6,20,15,NS,11
1292,0,9,20,15,NS,14
1293,0,12,20,15,NS,15
1294,0,15,20,15,NS,8
1295,0,15,20,15,NS,7
1296,0,15,20,15,NS,7
1297,0,15,20,15,NS,6
1298,0,15,20,15,NS,6
1299,0,15,20,15,NS,5
1300,0,15,20,15,NS,5
1301,0,15,20,15,NS,4
1302,0,15,15,15,NS,14
1303,0,15,15,15,NS,13
1304,0,15,15,15,NS,13
1305,0,15,15,15,NS,12
1306,0,0,15,15,EW,58
1307,3,0,5,15,NS,3
1308,3,0,5,15,NS,3
1309,3,0,0,15,NS,3
1310,3,3,0,15,NS,8
1311,3,6,1,15,NS,10
1312,0,9,2,15,NS,9
1313,0,12,3,15,NS,2
1314,0,15,4,15,NS,12
1315,0,15,5,15,NS,11
1316,0,15,5,15,NS,11
1317,0,15,5,15,NS,10
1318,0,18,5,15,NS,11
1319,0,3,5,15,EW,51
1320,0,6,5,15,NS,1
1321,0,6,12,15,EW,50
1322,0,9,16,15,EW,41
1323,0,6,17,15,EW,49
1324,0,3,3,15,EW,49
1325,0,0,4,15,EW,48
1326,0,0,1,15,EW,48
1327,0,0,0,15,EW,47
1328,3,0,0,15,EW,47
1329,3,3,0,15,EW,46
1330,3,3,0,15,EW,46
1331,18,3,0,15,NS,9
1332,3,3,0,15,EW,45
1333,6,3,0,15,EW,35
1334,6,6,0,15,NS,2
1335,6,9,1,15,NS,3
1336,6,6,1,15,NS,1
1337,6,9,2,15,NS,1
1338,0,12,3,15,EW,33
1339,0,15,2,15,NS,0
1340,0,15,0,15,EW,32
1341,0,15,0,15,EW,31
1342,0,15,0,15,EW,31
1343,0,0,0,15,EW,39
1344,0,0,0,15,EW,39
1345,0,0,0,15,EW,38
1346,0,0,0,15,EW,38
1347,0,0,0,15,EW,37
1348,0,0,0,15,EW,37
1349,0,0,0,15,EW,36
1350,0,0,0,15,EW,36
1351,0,0,1,15,EW,35
1352,0,0,2,15,EW,35
1353,0,0,3,15,EW,34
1354,3,0,4,15,EW,34
1355,3,0,5,15,EW,33
1356,3,0,5,15,EW,33
1357,3,0,5,15,EW,32
1358,3,0,5,15,EW,32
1359,0,0,5,15,EW,31
1360,0,0,5,15,EW,31
1361,1,0,5,15,EW,30
1362,9,0,5,15,EW,30
1363,18,0,5,15,EW,29
1364,21,0,5,15,EW,29
1365,6,0,5,15,EW,28
1366,6,3,5,15,EW,28
1367,3,3,5,15,EW,27
1368,0,3,5,15,EW,27
1369,0,3,5,15,EW,26
1370,0,3,5,15,EW,26
1371,0,0,5,15,EW,25
1372,0,0,5,15,EW,25
1373,0,0,5,15,EW,24
1374,0,0,5,15,EW,24
1375,0,0,5,15,EW,23
1376,0,0,5,15,EW,23
1377,0,0,5,15,EW,22
1378,0,3,5,15,EW,22
1379,0,3,5,15,EW,21
1380,0,3,5,15,EW,21
1381,0,3,5,15,EW,20
1382,0,3,5,15,EW,20
1383,0,0,5,15,EW,19
1384,0,0,5,15,EW,19
1385,0,0,5,15,EW,18
1386,0,0,5,15,EW,18
1387,0,0,5,15,EW,17
1388,0,0,5,15,EW,17
1389,0,0,5,15,EW,16
1390,0,0,5,15,EW,16
1391,0,0,5,15,EW,15
1392,0,0,5,15,EW,15
1393,0,0,5,15,EW,14
1394,0,0,5,15,EW,14
1395,0,0,5,15,EW,13
1396,0,0,5,15,EW,13
1397,0,0,5,15,EW,12
1398,0,0,5,15,EW,12
1399,0,0,5,15,EW,11
1400,0,0,5,15,EW,11
1401,0,0,5,15,EW,10
1402,0,0,5,15,EW,10
1403,0,0,5,15,EW,9
1404,0,0,5,15,EW,9
1405,0,0,5,15,EW,8
1406,0,0,5,15,EW,8
1407,0,0,5,15,EW,7
1408,0,0,5,15,EW,7
1409,0,0,5,15,EW,6
1410,0,0,5,15,EW,6
1411,0,0,5,15,EW,5
1412,0,0,5,15,EW,5
1413,0,0,5,15,EW,4
1414,0,0,5,15,EW,4
1415,0,3,5,15,EW,3
1416,0,3,5,15,EW,3
1417,0,3,5,15,EW,2
1418,0,3,5,15,EW,2
1419,0,3,5,15,EW,1
1420,0,0,5,15,EW,1
1421,0,0,5,15,EW,0
1422,0,0,5,15,NS,20
1423,0,0,5,15,NS,19
1424,0,0,5,15,NS,19
1425,0,0,5,15,NS,18
1426,0,0,5,15,NS,18
1427,0,0,5,15,NS,17
1428,0,0,5,15,NS,17
1429,0,0,5,15,NS,16
1430,0,0,5,15,NS,16
1431,0,0,5,15,NS,15
1432,0,0,5,15,NS,15
1433,0,0,5,15,NS,14
1434,0,0,5,15,NS,14
1435,0,0,5,15,NS,13
1436,0,0,5,15,NS,13
1437,0,0,5,15,NS,12
1438,0,0,5,15,NS,12
1439,0,0,5,15,NS,11
1440,0,0,5,15,NS,11
1441,0,0,5,15,NS,10
1442,0,0,5,15,NS,10
1443,0,0,5,15,NS,9
1444,0,0,5,15,NS,9
1445,0,0,5,15,NS,8
1446,3,0,5,15,NS,13
1447,6,0,5,15,NS,16
1448,6,3,5,15,NS,19
1449,6,6,5,15,NS,11
1450,6,9,5,15,NS,23
1451,3,12,5,15,NS,22
1452,0,15,5,15,NS,22
1453,0,15,5,15,NS,21
1454,0,15,5,15,NS,21
1455,0,15,0,15,NS,13
1456,0,15,0,15,NS,13
1457,0,15,1,15,NS,21
1458,0,15,2,15,NS,20
1459,0,15,3,15,NS,19
1460,0,0,4,15,NS,1
1461,0,0,5,15,NS,0
1462,0,0,5,15,EW,59
1463,0,0,6,15,EW,58
1464,0,0,6,15,EW,58
1465,0,0,6,15,EW,57
1466,3,0,7,15,NS,2
1467,3,0,7,15,NS,1
1468,3,0,6,15,EW,46
1469,3,0,7,15,NS,0
1470,3,0,8,15,EW,55
1471,0,0,9,15,EW,54
1472,0,0,6,15,EW,54
1473,0,0,5,15,EW,53
1474,0,0,5,15,EW,53
1475,0,0,5,15,EW,52
1476,0,0,6,15,EW,52
1477,0,0,7,15,EW,51
1478,0,0,8,15,EW,51
1479,0,0,9,15,EW,50
1480,0,0,5,15,EW,50
1481,0,0,5,15,EW,49
1482,3,0,5,15,EW,49
1483,3,0,5,15,EW,48
1484,3,0,5,15,EW,48
1485,3,0,5,15,EW,47
1486,3,0,5,15,EW,47
1487,0,0,5,15,EW,46
1488,0,3,5,15,EW,46
1489,0,3,5,15,EW,45
1490,0,6,5,15,EW,45
1491,0,9,5,15,EW,44
1492,0,12,6,15,EW,44
1493,0,3,7,15,EW,43
1494,0,0,8,15,EW,43
1495,0,0,14,15,EW,42
1496,0,0,6,15,EW,42
1497,0,0,6,15,EW,41
1498,0,0,8,15,EW,41
1499,0,0,5,15,EW,40
1500,0,0,7,15,EW,40
1501,0,0,10,15,EW,39
1502,0,0,12,15,EW,39
1503,0,0,12,15,EW,38
1504,0,0,11,15,EW,38
1505,0,0,10,15,EW,37
1506,3,0,5,15,EW,37
1507,3,0,5,15,EW,36
1508,3,3,5,15,EW,36
1509,3,6,5,15,EW,35
1510,3,9,5,15,EW,25
1511,0,12,5,15,EW,24
1512,0,3,5,15,EW,34
1513,0,0,5,15,EW,33
1514,0,0,0,15,EW,33
1515,0,0,0,15,EW,32
1516,0,0,0,15,EW,32
1517,3,0,0,15,EW,31
1518,3,0,1,15,EW,31
1519,3,0,2,15,EW,20
1520,3,0,3,15,EW,30
1521,3,0,4,15,EW,29
1522,0,0,5,15,EW,29
1523,0,0,5,15,EW,28
1524,0,0,5,15,EW,28
1525,0,0,5,15,EW,27
1526,0,0,5,15,EW,27
1527,0,0,5,15,EW,26
1528,0,0,5,15,EW,26
1529,0,0,5,15,EW,25
1530,0,0,5,15,EW,25
1531,0,0,5,15,EW,24
1532,0,0,6,15,EW,24
1533,0,3,7,15,EW,23
1534,0,3,8,15,EW,23
1535,0,3,9,15,EW,22
1536,0,6,10,15,EW,22
1537,0,6,5,15,EW,21
1538,3,3,6,15,EW,21
1539,3,6,7,15,EW,20
1540,6,9,8,15,EW,20
1541,6,12,9,15,EW,19
1542,9,15,10,15,EW,19
1543,4,0,10,15,EW,18
1544,4,0,10,15,EW,18
1545,2,0,10,15,EW,17
1546,3,0,10,15,EW,17
1547,4,0,10,15,EW,16
1548,5,0,10,15,EW,16
1549,15,0,11,15,EW,15
1550,16,0,11,15,EW,15
1551,1,0,12,15,EW,14
1552,1,0,12,15,EW,14
1553,1,0,8,15,EW,13
1554,1,0,10,15,EW,13
1555,1,0,12,15,EW,12
1556,2,0,8,15,EW,12
1557,2,0,9,15,EW,11
1558,1,0,10,15,EW,11
1559,3,0,5,15,EW,10
1560,3,0,6,15,NS,24
1561,3,0,1,15,EW,9
1562,3,0,2,15,NS,24
1563,3,0,3,15,EW,8
1564,0,0,3,15,EW,8
1565,0,0,3,15,EW,7
1566,0,0,4,15,EW,7
1567,0,0,6,15,EW,6
1568,0,0,6,15,EW,6
1569,0,0,6,15,EW,5
1570,0,0,6,15,EW,5
1571,0,0,7,15,EW,4
1572,0,0,8,15,EW,4
1573,0,0,4,15,EW,3
1574,0,0,5,15,EW,3
1575,0,0,3,15,EW,2
1576,0,0,7,15,EW,2
1577,0,0,6,15,EW,1
1578,0,0,5,15,EW,1
1579,0,0,1,15,EW,0
1580,0,0,7,15,NS,20
1581,0,0,3,15,NS,19
1582,0,0,4,15,NS,19
1583,0,0,5,15,NS,18
1584,0,0,0,15,NS,18
1585,3,0,0,15,NS,23
1586,3,0,0,15,NS,23
1587,3,0,0,15,NS,22
1588,6,0,1,15,NS,26
1589,9,0,2,15,NS,28
1590,18,0,4,15,NS,34
1591,15,0,4,15,NS,31
1592,15,0,3,15,NS,32
1593,15,0,4,15,NS,30
1594,15,0,6,15,NS,29
1595,6,0,2,15,NS,22
1596,6,0,3,15,NS,11
1597,3,0,2,15,NS,6
1598,0,0,0,15,NS,11
1599,0,0,0,15,NS,10
1600,0,0,1,15,NS,10
1601,0,0,1,15,NS,9
1602,0,0,2,15,NS,9
1603,0,3,3,15,NS,13
1604,0,3,4,15,NS,13
1605,0,3,6,15,NS,1
1606,0,3,6,15,NS,1
1607,0,3,6,15,NS,0
1608,0,0,1,15,NS,6
1609,0,0,2,15,NS,5
1610,0,0,2,15,NS,5
1611,0,0,0,15,NS,4
1612,0,0,0,15,NS,4
1613,0,0,0,15,NS,3
1614,0,0,0,15,NS,3
1615,0,0,0,15,NS,2
1616,0,0,0,15,NS,2
1617,0,0,1,15,NS,1
1618,0,0,2,15,NS,1
1619,0,0,3,15,NS,0
1620,0,0,4,15,EW,59
1621,0,0,5,15,EW,58
1622,0,0,5,15,EW,58
1623,0,0,5,15,EW,57
1624,0,0,5,15,EW,57
1625,0,0,5,15,EW,56
1626,0,0,6,15,EW,56
1627,0,0,7,15,EW,55
1628,0,0,7,15,EW,55
1629,0,0,9,15,EW,54
1630,0,0,10,15,EW,54
1631,0,0,10,15,EW,53
1632,0,0,10,15,EW,53
1633,0,0,10,15,EW,52
1634,0,0,10,15,EW,52
1635,0,0,25,15,EW,51
1636,0,0,25,15,EW,51
1637,0,0,25,15,EW,50
1638,0,0,25,15,EW,50
1639,0,0,26,15,EW,49
1640,0,0,26,15,EW,49
1641,0,0,25,15,EW,48
1642,0,0,25,15,EW,48
1643,0,0,25,15,EW,47
1644,0,0,25,15,EW,47
1645,0,0,26,15,EW,46
1646,0,0,25,15,EW,46
1647,0,0,25,15,EW,45
1648,0,0,25,15,EW,45
1649,0,0,25,15,EW,44
1650,0,0,26,15,EW,44
1651,0,0,26,15,EW,43
1652,0,0,26,15,EW,43
1653,0,0,16,15,EW,42
1654,0,0,18,15,EW,42
1655,0,0,18,15,EW,41
1656,3,0,20,15,EW,41
1657,3,0,21,15,EW,40
1658,3,0,21,15,EW,40
1659,3,0,22,15,EW,28
1660,3,0,22,15,EW,28
1661,0,0,21,15,EW,38
1662,0,0,20,15,EW,38
1663,0,0,20,15,EW,37
1664,0,0,20,15,EW,37
1665,0,0,20,15,EW,36
1666,0,0,20,15,EW,36
1667,0,0,21,15,EW,35
1668,0,0,21,15,EW,35
1669,0,0,21,15,EW,34
1670,0,0,20,15,EW,34
1671,0,0,20,15,EW,33
1672,0,0,20,15,EW,33
1673,0,0,20,15,EW,32
1674,0,0,20,15,EW,32
1675,0,0,20,15,EW,31
1676,1,0,20,15,EW,31
1677,1,0,20,15,EW,30
1678,1,0,20,15,EW,30
1679,1,0,20,15,EW,29
1680,1,0,20,15,EW,29
1681,0,0,21,15,EW,28
1682,0,0,22,15,EW,28
1683,0,0,24,15,EW,27
1684,0,0,24,15,EW,27
1685,0,0,22,15,EW,26
1686,0,0,24,15,EW,26
1687,0,0,24,15,EW,25
1688,0,0,24,15,EW,25
1689,0,0,26,15,EW,24
